ticker,strategy,score,stage,themes,priority
에스에이엠티,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
슈프리마,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
포커스에이아이,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
비에이치아이,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
제이에스링크,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
한국금융지주,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
셀트리온,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
큐알티,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
GRT,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
HL D&I,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
솔브레인홀딩스,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
나노신소재,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
성도이엔지,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
한양디지텍,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
고려제강,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
한국타이어앤테크놀로지,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
오픈엣지테크놀로지,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
에스지헬스케어,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
대동금속,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
대성산업,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
미원화학,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
신도리코,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
경방,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
E1,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
AJ네트웍스,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
다우기술,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
대동기어,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
얼라인드,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
제이스텍,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
드림텍,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
케이씨,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
KT&G,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
PI첨단소재,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
백금T&A,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
케이비아이동국실업,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
탑런토탈솔루션,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
화승코퍼레이션,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
다산네트웍스,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
다올투자증권,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
한화솔루션우,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
롯데칠성우,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
아세아제지,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
한솔케미칼,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
교보증권,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
대한해운,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
일진전기,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
삼성FN리츠,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
스톤브릿지벤처스,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
현대엘리베이터,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
엠케이전자,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
롯데리츠,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
신화콘텍,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
아스트,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
에스원,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
이엘피,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
한섬,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
에이티넘인베스트,Super Trend (Bull Quiet),62,Super Trend,"['창투사', '두나무(Dunamu)', '가상화폐(비트코인 등)']",HIGH
영원무역홀딩스,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
대주전자재료,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
비씨월드제약,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
칩스앤미디어,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
마크로젠,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
한국전력,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
아이쓰리시스템,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
롯데관광개발,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
케이엠더블유,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
코오롱인더우,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
옵투스제약,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
해성디에스,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
부광약품,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
비씨엔씨,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
삼호개발,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
신영증권,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
일신방직,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
큐리언트,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
NH투자증권우,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
신한서부티엔디리츠,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
씨어스테크놀로지,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
상신이디피,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
피제이메탈,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
롯데칠성,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
삼성전기,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
유진테크,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
케이엔솔,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
이랜텍,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
대동,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
태광,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
DL이앤씨2우(전환),Super Trend (Bull Quiet),60,Super Trend,[],HIGH
DSC인베스트먼트,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
DSR제강,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
HB테크놀러지,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
KCC건설,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
KG모빌리티,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
BGF,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
바이오에프디엔씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
시너지이노베이션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
아이디스홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
아이티엠반도체,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
에프엔에스테크,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
인카금융서비스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
크리스에프앤씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
덕산테코피아,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
인천도시가스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
코오롱글로벌,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
푸른저축은행,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
남양유업우,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
롯데웰푸드,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
메가스터디,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
삼성전기우,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
애경케미칼,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
조광페인트,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
제일바이오,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
코스모화학,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
콜마홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
패션플랫폼,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한국캐피탈,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
황금에스티,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대양금속,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대정화금,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대한약품,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
동국제강,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
매일유업,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
삼아제약,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
샘표식품,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
신라교역,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
영원무역,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
오파스넷,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
인터지스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
코리안리,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
티에프이,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
플루토스,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
하나기술,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
하나투어,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한솔제지,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
덴티움,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
사람인,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
예림당,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
오뚜기,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
옵티팜,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
종근당,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대덕,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
방림,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
바텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
서흥,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
세방,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
영풍,Burgeoning (Transition),65,Burgeoning,"['비철금속', '아이폰']",MEDIUM
태양,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
DL우,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
DSR,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
ESR켄달스퀘어리츠,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
F&F,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
GS글로벌,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
HK이노엔,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KPX케미칼,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KPX홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KSS해운,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
LG헬로비전,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
LX하우시스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
TS인베스트먼트,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대림바스,Early Breakout (Ranging),59,Early Breakout,[],MEDIUM
진성티이씨,Early Breakout (Ranging),56,Early Breakout,[],MEDIUM
HD현대건설기계,Early Breakout (Ranging),56,Early Breakout,[],MEDIUM
와이제이링크,Healthy Correction (Bull Quiet),52,Healthy Correction,[],MEDIUM
카카오뱅크,Healthy Correction (Bull Quiet),51,Healthy Correction,[],MEDIUM
유진투자증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
한화투자증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
유안타증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
대신증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
LS증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
지투파워,Healthy Correction (Bull Quiet),48,Healthy Correction,[],MEDIUM
한전KPS,Healthy Correction (Bull Quiet),48,Healthy Correction,[],MEDIUM
현대ADM,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
APS,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
BYC,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ제일제당 우,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ씨푸드,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ우,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
블리츠웨이엔터테인먼트,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CS홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
아모레퍼시픽홀딩스우,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
현대코퍼레이션홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
이엔에프테크놀로지,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
제이에스코퍼레이션,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
팬스타엔터프라이즈,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
선진뷰티사이언스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
씨앤씨인터내셔널,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
아이티센씨티에스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
제이투케이바이오,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
티이엠씨씨엔에스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
화승엔터프라이즈,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
감성코퍼레이션,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
글로벌텍스프리,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
도화엔지니어링,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
동우팜투테이블,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
마이크로컨텍솔,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
비아이매트릭스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
솔루스첨단소재,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
에스와이스틸텍,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
위메이드플레이,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
유비쿼스홀딩스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
자람테크놀로지,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
제이스코홀딩스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
캡스톤파트너스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
범한퓨얼셀,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
제이준코스메틱,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
콜마비앤에이치,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
피엔에이치테크,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한국금융지주우,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한국전자홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
한국화장품제조,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한올바이오파마,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
현대코퍼레이션,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
교촌에프앤비,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
금양그린파워,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
넥스턴바이오,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
덕산네오룩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
동일고무벨트,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
로체시스템즈,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
롯데하이마트,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
미래생명자원,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
사피엔반도체,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
서울전자통신,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
시지트로닉스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
슈피겐코리아,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
신한알파리츠,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
신성델타테크,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
아이에스티이,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
아이컴포넌트,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
아이티센엔텍,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
오리온홀딩스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
오성첨단소재,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
오션인더블유,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
우리기술투자,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
전진건설로봇,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
제이아이테크,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
중앙에너비스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
지역난방공사,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
코아시아씨엠,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
코스모신소재,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
하이록코리아,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한국가스공사,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
한국자산신탁,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한국앤컴퍼니,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
한국전자인증,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한국정보인증,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한국정보통신,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
한미사이언스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
한울소재과학,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
한화손해보험,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
현대에버다임,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
지앤비에스 에코,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
바이오다인,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
경동나비엔,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
국영지앤엠,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
노루홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
농심홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
대명에너지,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
대상홀딩스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
대신증권우,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
대아티아이,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
동방메디컬,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
동국홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
동성케미컬,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
동아에스티,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
디와이파워,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
디지털대성,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
라온시큐어,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
레이저옵텍,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
미래반도체,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
미래나노텍,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
