theme,abnormality,fiedler_today,fiedler_baseline,fiedler_change,pct_change,num_stocks,stock_list
사료,"LARGE_DECREASE, DISCONNECTION",0.0,7.538022394076908,-7.538022394076908,-100.0,22,"CJ, CJ제일제당, 고려산업, 대주산업, 대한제당, 미래생명자원, 사조동아원, 선진, 씨티씨바이오, 애드바이오텍"
김밥(냉동김밥 등),"LARGE_DECREASE, DISCONNECTION",1.2015570937040432e-16,3.0000000000000004,-3.0000000000000004,-100.0,6,"CJ, CJ씨푸드, 사조대림, 우양, 풀무원, 한성기업, 한울앤제주"
홈쇼핑,"LARGE_DECREASE, DISCONNECTION",0.0,2.604182110035028,-2.604182110035028,-100.0,8,"CJ, CJ ENM, GS, GS리테일, 롯데쇼핑, 태광, 태광산업, 현대홈쇼핑"
음식료업종,LARGE_DECREASE,2.8915281209372523,36.91553975879968,-34.02401163786243,-92.16717908005668,69,"CJ, CJ제일제당, CJ프레시웨이, HK이노엔, LG, LG생활건강, SPC삼립, 교촌에프앤비, 국순당, 남양유업"
환율하락 수혜,LARGE_DECREASE,0.9486543273315778,11.355493312438696,-10.406838985107118,-91.6458554355148,24,"CJ, CJ제일제당, POSCO홀딩스, S-Oil, 고려아연, 농심, 대상, 대한제당, 대한제분, 대한항공"
음원/음반,"LARGE_DECREASE, DISCONNECTION",0.0,7.216583291261975,-7.216583291261975,-100.0,16,"CJ, CJ ENM, JYP Ent., KT, KT지니뮤직, NHN, NHN벅스, YG PLUS, 다날, 드림어스컴퍼니"
수산,"LARGE_DECREASE, DISCONNECTION",0.0,6.653683455521178,-6.653683455521178,-100.0,11,"CJ, CJ씨푸드, 동원산업, 동원수산, 사조대림, 사조산업, 사조씨푸드, 사조오양, 신라교역, 신라에스지"
엔터테인먼트,"LARGE_DECREASE, DISCONNECTION",-1.2894613546069649e-15,16.317002870670464,-16.317002870670464,-100.0,31,"CJ, CJ ENM, JYP Ent., KT, KT지니뮤직, NEW, SM C&C, TJ미디어, 고스트스튜디오, 노머스"
메타버스(Metaverse),LARGE_DECREASE,1.801097029789417,26.788898163792883,-24.987801134003465,-93.27670358527949,52,"CJ, CJ ENM, KT, LG, LG유플러스, LG이노텍, NAVER, SBS, SK, SKAI"
영상콘텐츠,"LARGE_DECREASE, DISCONNECTION",0.0,17.812306964800936,-17.812306964800936,-100.0,37,"CJ, CJ ENM, JYP Ent., KX, M83, NEW, SAMG엔터, SBS, SM C&C, 고스트스튜디오"
코로나19(진단/치료제/백신 개발 등),LARGE_DECREASE,0.7643565460078686,37.54631481360982,-36.78195826760195,-97.96423017864112,78,"CJ, CJ 바이오사이언스, HLB, HLB제넥스, JW중외제약, SK, SK바이오사이언스, SV인베스트먼트, 강스템바이오텍, 국전약품"
구제역/광우병 수혜,"LARGE_DECREASE, DISCONNECTION",0.0,11.288011293753412,-11.288011293753412,-100.0,22,"CJ, CJ씨푸드, 대성미생물, 동우팜투테이블, 동원산업, 동원수산, 마니커, 사조대림, 사조산업, 사조오양"
미디어(방송/신문),"LARGE_DECREASE, DISCONNECTION",0.0,4.836816630263402,-4.836816630263402,-100.0,13,"CJ, CJ ENM, KNN, SBS, YTN, iMBC, 디지틀조선, 스카이라이프, 아시아경제, 애니플러스"
영화,"LARGE_DECREASE, DISCONNECTION",0.0,6.549948440299903,-6.549948440299903,-100.0,14,"CJ, CJ CGV, CJ ENM, NEW, 덱스터, 디오, 롯데쇼핑, 바른손, 바른손이앤에이, 쇼박스"
마이크로바이옴,LARGE_DECREASE,1.816921579730679,9.466094951456654,-7.649173371725975,-80.80600723901371,21,"CJ, CJ 바이오사이언스, DXVX, HLB, HLB제넥스, LG, LG생활건강, 고바이오랩, 랩지노믹스, 마크로젠"
코로나19(진단키트),"LARGE_DECREASE, DISCONNECTION",0.0,19.25964807194005,-19.25964807194005,-100.0,44,"CJ, CJ 바이오사이언스, HLB, HLB제넥스, 나노, 나노실리칸첨단소재, 나노엔텍, 녹십자, 녹십자엠에스, 대웅"
종합 물류,LARGE_DECREASE,0.8840136712037023,7.248597915992902,-6.364584244789199,-87.80434945559244,18,"CJ, CJ대한통운, KCTC, SG, SG&G, STX그린로지스, 동방, 삼일, 선광, 세방"
제약업체,LARGE_DECREASE,0.9851273273590407,44.26734428378776,-43.28221695642872,-97.77459582611594,95,"CMG제약, HK이노엔, HLB, HLB제약, JW생명과학, JW신약, JW중외제약, SK, SK바이오사이언스, SK바이오팜"
화장품,"LARGE_DECREASE, DISCONNECTION",0.0,50.90541148429269,-50.90541148429269,-100.0,97,"CS, CSA 코스믹, HLB, HLB글로벌, HLB펩, LG, LG생활건강, 강스템바이오텍, 국제약품, 글로본"
수자원(양적/질적 개선),LARGE_DECREASE,1.8977684705410307,14.90314983191572,-13.005381361374688,-87.26599080097228,32,"CS, CSA 코스믹, GS, GS건설, KG케미칼, 금호건설, 뉴보텍, 대우건설, 도화엔지니어링, 동양"
스마트홈(홈네트워크),LARGE_DECREASE,0.9581207475085015,12.96794665774323,-12.009825910234728,-92.61162331403943,27,"CS, HDC, HDC랩스, KT, LG, LG유플러스, LG전자, SK, SK텔레콤, 경동나비엔"
스마트그리드(지능형전력망),"LARGE_DECREASE, DISCONNECTION",0.0,10.833895207096782,-10.833895207096782,-100.0,22,"CS, LS, LS ELECTRIC, 누리플렉스, 비츠로셀, 비츠로시스, 삼화콘덴서, 서전기전, 스맥, 아모그린텍"
반도체 대표주(생산),"LARGE_DECREASE, DISCONNECTION",0.0,3.000000000000001,-3.000000000000001,-100.0,6,"DB, DB하이텍, SK, SK하이닉스, 삼성전자, 이닉스"
손해보험,"LARGE_DECREASE, DISCONNECTION",0.0,3.913869802348504,-3.913869802348504,-100.0,10,"DB, DB손해보험, 롯데손해보험, 삼성화재, 코리안리, 한화, 한화손해보험, 현대해상, 흥국, 흥국화재"
시스템반도체,"LARGE_DECREASE, DISCONNECTION",0.0,31.09581172420578,-31.09581172420578,-100.0,58,"DB, DB하이텍, LB세미콘, LX세미콘, SFA반도체, SK, SK하이닉스, 가온칩스, 고영, 네패스"
SI(시스템통합),"LARGE_DECREASE, DISCONNECTION",0.0,14.85497131405826,-14.85497131405826,-100.0,34,"DB, LG, SG, SGA, SGA솔루션즈, SK, 광무, 나무기술, 다우기술, 대신정보통신"
클라우드 컴퓨팅,LARGE_DECREASE,0.9115093513065466,20.24074205011369,-19.329232698807143,-95.49666040380458,37,"DB, KT, LG, NAVER, SG, SGA, SGA솔루션즈, SK, SK텔레콤, 가비아"
교육/온라인 교육,"LARGE_DECREASE, DISCONNECTION",0.0,13.704065655743292,-13.704065655743292,-100.0,30,"DB, NE능률, SG, SGA, YBM넷, 골드앤에스, 대교, 디지털대성, 로보로보, 멀티캠퍼스"
스마트카(SMART CAR),"LARGE_DECREASE, DISCONNECTION",1.784714394624296e-15,6.333352444549888,-6.333352444549886,-99.99999999999997,17,"DB, DB하이텍, HL만도, LG, LG이노텍, MDS테크, 대모, 모바일어플라이언스, 모비스, 모트렉스"
기업인수목적회사(SPAC),LARGE_DECREASE,0.0,-1.9597985568707942e-14,1.9597985568707942e-14,-100.0,65,"DB, DB금융스팩12호, IBKS제21호스팩, IBKS제22호스팩, IBKS제23호스팩, IBKS제24호스팩, KB제25호스팩, KB제27호스팩, KB제29호스팩, KB제30호스팩"
태양광에너지,"LARGE_DECREASE, DISCONNECTION",0.0,30.803524114976987,-30.803524114976987,-100.0,56,"DGP, HD현대, HD현대에너지솔루션, KCC, LS, LS ELECTRIC, OCI, OCI홀딩스, SDN, SK"
풍력에너지,"LARGE_DECREASE, DISCONNECTION",-6.245391895893702e-16,23.89882749197797,-23.89882749197797,-100.0,42,"DGP, LS, LS마린솔루션, LS머트리얼즈, LS에코에너지, POSCO홀딩스, SK, SK오션플랜트, SK이터닉스, 금양그린파워"
4차산업 수혜주,LARGE_DECREASE,0.5962454096465425,23.423036712327043,-22.8267913026805,-97.45444872511875,45,"DH오토웨어, DSC인베스트먼트, KT, LG, LG유플러스, LG전자, MDS테크, NAVER, SBI인베스트먼트, SG"
자율주행차,LARGE_DECREASE,0.892218580204785,30.31542971504082,-29.423211134836038,-97.05688295171315,61,"DH오토웨어, HL만도, KG모빌리티, KT, LG, LG이노텍, LG전자, MDS테크, NAVER, SK"
2차전지,"LARGE_DECREASE, DISCONNECTION",0.0,76.53230550047398,-76.53230550047398,-100.0,156,"DI동일, HB테크놀러지, KG케미칼, LG, LG에너지솔루션, LG화학, PI첨단소재, POSCO홀딩스, SK, SKC"
2차전지(소재/부품),"LARGE_DECREASE, DISCONNECTION",0.0,38.381621014761215,-38.381621014761215,-100.0,86,"DI동일, KG케미칼, LG, LG화학, PI첨단소재, POSCO홀딩스, SK, SKC, SK아이이테크놀로지, TCC스틸"
비철금속,"LARGE_DECREASE, DISCONNECTION",0.0,12.420992260414437,-12.420992260414437,-100.0,26,"DI동일, 고려아연, 국일신동, 그린플러스, 남선알미늄, 대양금속, 대창, 대호에이엘, 삼아알미늄, 서원"
GTX(수도권 광역급행철도),LARGE_DECREASE,1.8204677560075013,13.140999292511731,-11.32053153650423,-86.14665661655673,29,"DL, DL이앤씨, GS, GS건설, HDC, HDC현대산업개발, HJ중공업, HL D&I, 금호건설, 남광토건"
원자력발전,LARGE_DECREASE,0.7778886888914788,29.363771137447905,-28.585882448556426,-97.35085563345973,57,"DL, DL이앤씨, GS, GS건설, HRS, LS, LS ELECTRIC, SG, SG&G, SNT에너지"
두나무(Dunamu),LARGE_DECREASE,2.7488117517131605,6.6516697216846765,-3.902857969971516,-58.67486109913218,13,"DSC인베스트먼트, TS인베스트먼트, 네오위즈, 대성창투, 신성이엔지, 에이티넘인베스트, 우리기술, 우리기술투자, 카카오, 코오롱"
마켓컬리(kurly),LARGE_DECREASE,0.879206574359289,2.8377466631361763,-1.9585400887768873,-69.0174395839965,12,"DSC인베스트먼트, SK, SK네트웍스, 미래에셋벤처투자, 우양, 이씨에스, 지어소프트, 케이씨피드, 태경케미컬, 팜스코"
창투사,LARGE_DECREASE,3.9445863319891963,9.946597465154374,-6.002011133165178,-60.34235480215068,21,"DSC인베스트먼트, HB인베스트먼트, LB인베스트먼트, SBI인베스트먼트, SV인베스트먼트, TS인베스트먼트, 나우IB, 대성창투, 린드먼아시아, 미래에셋벤처투자"
일자리(취업),LARGE_DECREASE,1.8264094241006623,4.216890396470205,-2.3904809723695433,-56.688240566331096,9,"DSC인베스트먼트, TS인베스트먼트, 대성창투, 메가엠디, 사람인, 아이비김영, 오픈놀, 원티드랩, 윌비스"
철강 중소형,"LARGE_DECREASE, DISCONNECTION",0.0,22.40558294433656,-22.40558294433656,-100.0,41,"DSR제강, NI스틸, SK, SK오션플랜트, TCC스틸, 경남스틸, 금강공업, 금강철강, 넥스틸, 대동"
폐배터리,LARGE_DECREASE,0.981392293469191,13.156342473718338,-12.174950180249146,-92.54053856206873,24,"DS단석, LG, LG에너지솔루션, NPC, POSCO홀딩스, SK, SK이노베이션, 나인테크, 동서, 새빗켐"
건강기능식품,LARGE_DECREASE,0.858732742807158,30.38171470369149,-29.52298196088433,-97.17352114196892,56,"DXVX, HK이노엔, HLB, HLB제약, KT, KT&G, LG, LG생활건강, 경남제약, 그래디언트"
메르스 코로나 바이러스,"LARGE_DECREASE, DISCONNECTION",0.0,11.32968915670762,-11.32968915670762,-100.0,23,"DXVX, PKC, 고려제약, 바이오니아, 빌리언스, 삼진, 삼진제약, 서린바이오, 에이프로, 에이프로젠"
마이코플라스마 폐렴,"LARGE_DECREASE, DISCONNECTION",0.0,4.913117788874064,-4.913117788874064,-100.0,12,"DXVX, 경동제약, 광동제약, 국전약품, 국제약품, 멕아이씨에스, 수젠텍, 위더스제약, 이씨에스, 인트론바이오"
비만치료제,LARGE_DECREASE,0.9755800921706647,19.154822851824157,-18.179242759653494,-94.90686967080066,38,"DXVX, HK이노엔, HLB, HLB제약, HLB펩, LG, LG화학, 고바이오랩, 광동제약, 나이벡"
수소차(연료전지/부품/충전소 등),LARGE_DECREASE,0.6969052563805328,43.5059414756549,-42.80903621927437,-98.39813774224262,81,"DYP, EG, HS효성, HS효성첨단소재, LS, LS ELECTRIC, SJG세종, SK, SNT모티브, 기아"
LPG(액화석유가스),LARGE_DECREASE,0.9999999999999996,5.627869866366041,-4.627869866366041,-82.23128779191713,10,"E1, GS, S-Oil, SK, SK가스, SK이노베이션, 극동유화, 대성산업, 중앙에너비스, 흥구석유"
셰일가스(Shale Gas),"LARGE_DECREASE, DISCONNECTION",0.0,6.443285428540047,-6.443285428540047,-100.0,14,"E1, SH에너지화학, SK, SK가스, SNT에너지, 두산, 두산에너빌리티, 비에이치, 비에이치아이, 우림피티에스"
가상현실(VR),"LARGE_DECREASE, DISCONNECTION",0.0,14.6952485675396,-14.6952485675396,-100.0,32,"E8, LG, LG전자, SOOP, 나무가, 데브시스터즈, 덱스터, 동운아나텍, 디오, 라온텍"
2차전지(LFP/리튬인산철),LARGE_DECREASE,0.8490632189098746,7.872105304929436,-7.0230420860195615,-89.21428022084258,15,"EG, LG, LG에너지솔루션, SK, SK이노베이션, 브이티, 소프트센, 씨아이에스, 아모그린텍, 엘앤에프"
페라이트,"LARGE_DECREASE, DISCONNECTION",0.0,7.861283324463712,-7.861283324463712,-100.0,16,"EG, 나노, 미래나노텍, 삼화전기, 삼화전자, 상신전자, 씨큐브, 아모그린텍, 아모센스, 알엔투테크놀로지"
희귀금속(희토류 등),LARGE_DECREASE,1.5486542639232224,7.594794068447149,-6.046139804523927,-79.60900256193696,17,"EG, LS, LS에코에너지, POSCO홀딩스, 그린리소스, 노바텍, 대원, 대원화성, 동국알앤에스, 바텍"
쿠팡(coupang),"LARGE_DECREASE, DISCONNECTION",0.0,11.621677801889325,-11.621677801889325,-100.0,22,"ESR켄달스퀘어리츠, KCTC, NEW, 갤럭시아머니트리, 다날, 동방, 디아이, 디아이씨, 미래생명자원, 서울식품"
리츠(REITs),LARGE_DECREASE,1.1539353571452806,11.556439469913393,-10.402504112768112,-90.01478474274457,23,"ESR켄달스퀘어리츠, KB스타리츠, NH올원리츠, NH프라임리츠, SK, SK리츠, 디앤디플랫폼리츠, 롯데리츠, 마스턴프리미어리츠, 미래에셋글로벌리츠"
NFT(대체불가토큰),"LARGE_DECREASE, DISCONNECTION",0.0,9.793032923403722,-9.793032923403722,-100.0,22,"FSN, NAVER, 갤럭시아머니트리, 갤럭시아에스엠, 다날, 미투온, 빌리언스, 삼성전자, 서울옥션, 아톤"
가상화폐(비트코인 등),LARGE_DECREASE,0.908508204019097,14.09218781564226,-13.183679611623162,-93.55310746702752,30,"FSN, KG모빌리언스, SBI인베스트먼트, SG, SGA, SGA솔루션즈, TS인베스트먼트, 감성코퍼레이션, 갤럭시아머니트리, 네오위즈"
광고,LARGE_DECREASE,0.8663370512092967,12.10507819312389,-11.238741141914595,-92.84319326659612,24,"FSN, HS애드, KT, KT나스미디어, SM C&C, YG PLUS, 드림인사이트, 레뷰코퍼레이션, 레이, 모비데이즈"
코로나19(음압병실/음압구급차),"LARGE_DECREASE, DISCONNECTION",0.0,3.1980622641951637,-3.1980622641951637,-100.0,7,"GH신소재, 신성이엔지, 에스와이, 엔브이에이치코리아, 오텍, 우정바이오, 케이엔솔"
국내 상장 중국기업,LARGE_DECREASE,0.7479557656923782,4.806731348067004,-4.058775582374626,-84.43940982902728,13,"GRT, 글로벌에스엠, 레이, 로스웰, 씨엑스아이, 에스엠, 오가닉티코스메틱, 윙입푸드, 이스트아시아홀딩스, 컬러레이"
인터넷은행,"LARGE_DECREASE, DISCONNECTION",0.0,18.031593635289045,-18.031593635289045,-100.0,34,"GS, GS리테일, KB금융, KG모빌리언스, KG이니시스, KT, NH투자증권, NICE, NICE평가정보, 드림시큐리티"
호텔/리조트,LARGE_DECREASE,0.9572680526420551,7.742391253045373,-6.7851232004033175,-87.63601552342728,16,"GS, GS피앤엘, HDC, HDC현대산업개발, SK, SK네트웍스, 강원랜드, 레이, 롯데관광개발, 모나용평"
자원개발,LARGE_DECREASE,0.36271601623787153,9.34628639051905,-8.983570374281177,-96.1191429292621,16,"GS, GS글로벌, LX인터내셔널, SK, SK이노베이션, 대성산업, 레이, 비엘팜텍, 삼성물산, 서울가스"
콜드체인(저온 유통),"LARGE_DECREASE, DISCONNECTION",0.0,5.546311004013876,-5.546311004013876,-100.0,14,"GS, GST, HLB, HLB테라퓨틱스, 대창, 대창솔루션, 대한과학, 동아쏘시오홀딩스, 서린바이오, 아이텍"
종합상사,LARGE_DECREASE,2.666799987082072,7.709836328998055,-5.0430363419159825,-65.41042023094879,13,"GS, GS글로벌, LX인터내셔널, SK, SK네트웍스, 레이, 삼성물산, 코오롱, 코오롱글로벌, 포스코인터내셔널"
UAM(도심항공모빌리티),LARGE_DECREASE,0.9699483444665149,15.289244031070794,-14.31929568660428,-93.65600848220235,30,"GS, KT, LG, LG유플러스, LIG넥스원, SK, SK텔레콤, 기산텔레콤, 남성, 네온테크"
모듈러주택,LARGE_DECREASE,0.6911972751303646,5.49618145455158,-4.804984179421216,-87.42404556971168,11,"GS, GS건설, POSCO홀딩스, 금강공업, 덕신이피씨, 삼성물산, 에스와이, 자연과환경, 코오롱, 코오롱글로벌"
윤활유,LARGE_DECREASE,1.348445033846244,3.7716717840533662,-2.4232267502071223,-64.2480811944594,8,"GS, S-Oil, SK, SK이노베이션, 극동유화, 미창석유, 한국쉘석유, 흥구석유"
정유,LARGE_INCREASE,3.9999999999999996,1.0000000000000004,2.999999999999999,299.9999999999998,4,"GS, S-Oil, SK, SK이노베이션"
LNG(액화천연가스),LARGE_DECREASE,0.9770126378016417,14.752308170221957,-13.775295532420316,-93.37722187925972,29,"GS, HD한국조선해양, HD현대, HD현대미포, HD현대인프라코어, HJ중공업, POSCO홀딩스, SK, SK가스, SK오션플랜트"
유리 기판,LARGE_DECREASE,1.9965282209637567,10.171146337453177,-8.17461811648942,-80.37066664145861,21,"HB테크놀러지, SK, SKC, 기가비스, 나인테크, 램테크놀러지, 레이, 미래컴퍼니, 삼성전기, 씨앤지하이테크"
2차전지(장비),"LARGE_DECREASE, DISCONNECTION",0.0,24.183533905509663,-24.183533905509663,-100.0,52,"HB테크놀러지, 강원에너지, 나인테크, 대보마그네틱, 대성하이텍, 디아이, 디아이티, 디에스케이, 디이엔티, 레이"
면세점,"LARGE_DECREASE, DISCONNECTION",0.0,3.0000000000000027,-3.0000000000000027,-100.0,8,"HDC, JTC, 글로벌텍스프리, 신세계, 토니모리, 한국정보통신, 현대백화점, 호텔신라"
철도,LARGE_DECREASE,0.9675583867144883,24.951133396512148,-23.98357500979766,-96.12218663040879,47,"HDC, HDC랩스, 국영지앤엠, 남광토건, 다원시스, 대아티아이, 대양전기공업, 대원, 대원전선, 대호에이엘"
재난/안전(지진/화재 등),"LARGE_DECREASE, DISCONNECTION",0.0,12.082325741167509,-12.082325741167509,-100.0,25,"HDC, HDC현대EP, HRS, LS, LS마린솔루션, 대창, 대창스틸, 동아지질, 동양, 동양파일"
사물인터넷,LARGE_INCREASE,0.9646348242436945,1.9441064249412468e-41,0.9646348242436945,4.961841655725442e+42,33,"HDC, HDC랩스, LG, LG유플러스, SG, SGA, SGA솔루션즈, 가온그룹, 기가레인, 누리플렉스"
방위산업/전쟁 및 테러,LARGE_DECREASE,0.9349241354644356,31.31514225425381,-30.380218118789376,-97.01446626723391,58,"HD한국조선해양, HJ중공업, LIG넥스원, RF머트리얼즈, RF시스템즈, SNT다이내믹스, SNT모티브, STX엔진, YTN, 국영지앤엠"
조선,LARGE_DECREASE,1.0000000000000007,2.9429717256965766,-1.942971725696576,-66.0207404893328,9,"HD한국조선해양, HD현대, HD현대미포, HD현대중공업, HJ중공업, 동일스틸럭스, 삼성중공업, 한화, 한화오션"
전력저장장치(ESS),"LARGE_DECREASE, DISCONNECTION",0.0,27.210998627971534,-27.210998627971534,-100.0,51,"HD현대, HD현대에너지솔루션, HD현대일렉트릭, LG, LG에너지솔루션, LG전자, LS, LS ELECTRIC, SK, SK이노베이션"
건설기계,LARGE_DECREASE,0.9773327801861162,11.33068066701242,-10.353347886826302,-91.37445658466507,22,"HD현대, HD현대건설기계, HD현대인프라코어, 대동, 대동금속, 대모, 대창, 대창단조, 동일금속, 두산"
우크라이나 재건,"LARGE_DECREASE, DISCONNECTION",0.0,19.25900153472937,-19.25900153472937,-100.0,39,"HD현대, HD현대건설기계, HD현대인프라코어, SG, TYM, 누보, 다산네트웍스, 다스코, 대동, 대동금속"
전력설비,"LARGE_DECREASE, DISCONNECTION",0.0,15.432215566581018,-15.432215566581018,-100.0,35,"HD현대, HD현대일렉트릭, LS, LS ELECTRIC, LS마린솔루션, LS에코에너지, 가온전선, 광명전기, 금화피에스시, 대원"
조선기자재,"LARGE_DECREASE, DISCONNECTION",0.0,19.01240029001948,-19.01240029001948,-100.0,36,"HD현대, HD현대마린솔루션, HD현대마린엔진, KS인더스트리, SK, SK오션플랜트, STX엔진, 대양전기공업, 대창, 대창솔루션"
엠폭스(원숭이두창),"LARGE_DECREASE, DISCONNECTION",0.0,9.381637259972797,-9.381637259972797,-100.0,20,"HK이노엔, 녹십자, 녹십자엠에스, 녹십자홀딩스, 더바이오메드, 랩지노믹스, 바디텍메드, 바이오노트, 바이오니아, 빌리언스"
건설 중소형,LARGE_DECREASE,0.9775654187079494,15.0699045168634,-14.092339098155449,-93.5131279855553,32,"HL D&I, HS화성, KCC, KCC건설, KD, SG, SGC E&C, 계룡건설, 금호건설, 까뮤이앤씨"
줄기세포,"LARGE_DECREASE, DISCONNECTION",0.0,9.284575106883478,-9.284575106883478,-100.0,21,"HLB, HLB생명과학, 강스템바이오텍, 네이처셀, 동구바이오제약, 마크로젠, 메디포스트, 메타케어, 바이오솔루션, 안트로젠"
