tickers,market,name,naverTheme,-1,0,1,mmt
36810,KOSDAQ,에프에스티,"['바이오인식(생체인식)', '반도체 재료/부품', '반도체 장비']",0.998,0.001,0.0,dn/dnk
173940,KOSDAQ,에프엔씨엔터,"['음원/음반', '엔터테인먼트', '영상콘텐츠']",0.012,0.004,0.985,dn/dnk
83500,KOSDAQ,에프엔에스테크,"['유리 기판', '반도체 재료/부품', 'OLED(유기 발광 다이오드)']",0.979,0.019,0.002,dn/dnk
54940,KOSDAQ,엑사이엔씨,"['그래핀', '사물인터넷']",0.193,0.753,0.053,dn/dnk
950130,KOSDAQ,엑세스바이오,"['유전자 치료제/분석', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(진단키트)', '마이코플라스마 폐렴', '엠폭스(원숭이두창)']",0.406,0.554,0.039,dn/dnk
373110,KOSDAQ,엑셀세라퓨틱스,"['유전자 치료제/분석', '줄기세포']",,,,
205100,KOSDAQ,엑셈,"['지능형로봇/인공지능(AI)', '인터넷은행', 'AI 챗봇(챗GPT 등)', '클라우드 컴퓨팅', '카카오뱅크(kakao BANK)']",0.001,0.147,0.852,dn/dnk
356680,KOSDAQ,엑스게이트,"['양자암호/양자컴퓨팅', '보안주(정보)']",,,,dn/dnk
70300,KOSDAQ,엑스큐어,"['RFID(NFC 등)', '유심(USIM)']",0.017,0.975,0.008,dn/dnk
317770,KOSDAQ,엑스페릭스,"['바이오인식(생체인식)', '퓨리오사AI']",0.008,0.423,0.569,dn/dnk
373200,KOSDAQ,엑스플러스,"['스마트폰', '애플페이']",0.001,0.98,0.019,dn/dnk
69920,KOSDAQ,엑시온그룹,['소매유통'],,,,
92870,KOSDAQ,엑시콘,"['CXL(컴퓨트익스프레스링크)', '반도체 장비']",0.07,0.92,0.01,dn/dnk
317870,KOSDAQ,엔바이오니아,"['전기차 화재 방지(배터리 열폭주 등)', '수자원(양적/질적 개선)']",0.001,0.003,0.996,dn/dnk
67570,KOSDAQ,엔브이에이치코리아,"['자동차부품', '코로나19(음압병실/음압구급차)']",0.611,0.38,0.009,dn/dnk
236810,KOSDAQ,엔비티,"['토스(toss)', '건강기능식품', '웹툰', '광고', '쿠팡(coupang)', '음식료업종']",1.0,,0.0,dn/dnk
333620,KOSDAQ,엔시스,"['2차전지(장비)', 'SI(시스템통합)', '조선기자재', '2차전지', '2025 하반기 신규상장']",0.932,,0.068,dn/dnk
36570,KOSPI,엔씨소프트,"['증강현실(AR)', '게임', '모바일게임(스마트폰)']",0.798,0.196,0.006,dn/dnk
475230,KOSDAQ,엔알비,"['2025 하반기 신규상장', '모듈러주택']",,,,
78860,KOSDAQ,엔에스이엔엠,['엔터테인먼트'],,,,
451700,KOSDAQ,엔에이치스팩29호,['기업인수목적회사(SPAC)'],,,,dn/dnk
466910,KOSDAQ,엔에이치스팩30호,['기업인수목적회사(SPAC)'],,,,dn/dnk
481890,KOSDAQ,엔에이치스팩31호,['기업인수목적회사(SPAC)'],,,,
265740,KOSDAQ,엔에프씨,"['마리화나(대마)', '화장품']",0.0,,1.0,dn/dnk
354200,KOSDAQ,엔젠바이오,"['의료AI', '유전자 치료제/분석', '치매', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",0.191,,0.809,dn/dnk
455900,KOSDAQ,엔젤로보틱스,"['로봇(산업용/협동로봇 등)', '지능형로봇/인공지능(AI)']",,,,
419080,KOSDAQ,엔젯,['희귀금속(희토류 등)'],,,,dn/dnk
183490,KOSDAQ,엔지켐생명과학,"['mRNA(메신저 리보핵산)', '고령화 사회(노인복지)', '제약업체', '코로나19(진단/치료제/백신 개발 등)']",0.021,0.948,0.032,dn/dnk
85310,KOSPI,엔케이,"['조선기자재', 'LNG(액화천연가스)', '남-북-러 가스관사업', '수소차(연료전지/부품/충전소 등)', '2025 하반기 신규상장', '네옴시티', '기업인수목적회사(SPAC)', '화장품']",0.978,0.021,0.001,dn/dnk
348370,KOSDAQ,엔켐,"['리튬', '2차전지', '2차전지(소재/부품)', '전기차', '전력저장장치(ESS)']",,0.001,0.999,dn/dnk
69410,KOSDAQ,엔텔스,"['5G(5세대 이동통신)', '클라우드 컴퓨팅', '사물인터넷']",0.001,0.182,0.817,dn/dnk
227950,KOSDAQ,엔투텍,"['모더나(MODERNA)', '반도체 장비']",0.999,0.001,0.0,dn/dnk
291230,KOSDAQ,엔피,"['PCB(FPCB 등)', '메타버스(Metaverse)', '전기차(충전소/충전기)', '아스콘(아스팔트 콘크리트)', '광고']",0.54,0.456,0.004,dn/dnk
48830,KOSDAQ,엔피케이,['아스콘(아스팔트 콘크리트)'],0.001,0.899,0.099,dn/dnk
96870,KOSDAQ,엘디티,"['스마트폰', 'OLED(유기 발광 다이오드)', 'LED']",0.003,0.338,0.659,dn/dnk
900140,KOSPI,엘브이엠씨홀딩스,['지주사'],0.304,0.675,0.021,dn/dnk
290650,KOSDAQ,엘앤씨바이오,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '의료기기', '화장품']",0.0,0.001,0.999,dn/dnk
66970,KOSPI,엘앤에프,"['2차전지(LFP/리튬인산철)', '2차전지', '2차전지(소재/부품)', '전기차']",1.0,0.0,0.0,dn/dnk
156100,KOSDAQ,엘앤케이바이오,['의료기기'],0.871,0.094,0.035,dn/dnk
73110,KOSDAQ,엘엠에스,"['그래핀', '스마트폰', '메타버스(Metaverse)']",0.044,0.949,0.007,dn/dnk
83310,KOSDAQ,엘오티베큠,"['태양광에너지', 'OLED(유기 발광 다이오드)', '반도체 장비']",0.999,0.001,0.0,dn/dnk
37950,KOSDAQ,엘컴텍,"['자원개발', 'LED']",0.001,0.991,0.008,dn/dnk
489500,KOSDAQ,엘케이켐,['반도체 재료/부품'],,,,
170920,KOSDAQ,엘티씨,"['수소차(연료전지/부품/충전소 등)', '반도체 재료/부품', '고체산화물 연료전지(SOFC)']",0.613,0.385,0.002,dn/dnk
58630,KOSDAQ,엠게임,"['메타버스(Metaverse)', '증강현실(AR)', 'NFT(대체불가토큰)', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']",0.0,0.032,0.968,dn/dnk
226590,KOSDAQ,엠디바이스,['시스템반도체'],,,,
58970,KOSDAQ,엠로,"['지능형로봇/인공지능(AI)', '클라우드 컴퓨팅', '모바일솔루션(스마트폰)']",0.005,0.991,0.005,dn/dnk
97520,KOSPI,엠씨넥스,"['바이오인식(생체인식)', '휴대폰부품', '갤럭시 부품주', '카메라모듈/부품', '드론(Drone)', '자율주행차', '스마트카(SMART CAR)']",0.001,0.002,0.997,dn/dnk
373170,KOSDAQ,엠아이큐브솔루션,['스마트팩토리(스마트공장)'],,,,dn/dnk
179290,KOSDAQ,엠아이텍,['의료기기'],0.049,0.212,0.739,dn/dnk
484870,KOSPI,엠앤씨솔루션,['방위산업/전쟁 및 테러'],,,,
9780,KOSDAQ,엠에스씨,['음식료업종'],0.005,0.964,0.031,dn/dnk
123040,KOSDAQ,엠에스오토텍,"['자동차부품', '전기차', '지주사']",0.998,0.002,0.0,dn/dnk
413390,KOSDAQ,엠오티,"['2차전지(장비)', '2차전지(전고체)', '2차전지']",,,,
32790,KOSDAQ,엠젠솔루션,"['스마트홈(홈네트워크)', '전기차 화재 방지(배터리 열폭주 등)']",0.01,,0.99,dn/dnk
33160,KOSDAQ,엠케이전자,"['2차전지', '2차전지(소재/부품)', '반도체 재료/부품', 'HBM(고대역폭메모리)']",0.0,0.985,0.014,dn/dnk
347890,KOSDAQ,엠투아이,['스마트팩토리(스마트공장)'],0.013,0.0,0.987,dn/dnk
33310,KOSDAQ,엠투엔,['전기차'],0.062,0.826,0.112,dn/dnk
259630,KOSDAQ,엠플러스,"['2차전지(장비)', '2차전지', '전기차', '전력저장장치(ESS)', '밸류업(25년 기업가치 제고계획 발표)']",0.659,0.338,0.004,dn/dnk
105550,KOSDAQ,엣지파운드리,"['전기차 화재 방지(배터리 열폭주 등)', '자율주행차', '자동차부품', '전기차']",0.0,0.999,0.001,dn/dnk
60850,KOSDAQ,영림원소프트랩,"['AI 챗봇(챗GPT 등)', '클라우드 컴퓨팅', '재택근무/스마트워크']",0.024,,0.976,dn/dnk
14440,KOSPI,영보화학,['자동차부품'],0.0,0.996,0.004,dn/dnk
143540,KOSDAQ,영우디에스피,"['지능형로봇/인공지능(AI)', 'OLED(유기 발광 다이오드)', '마이크로 LED']",0.993,0.006,0.001,dn/dnk
111770,KOSPI,영원무역,"['밸류업(25년 기업가치 제고계획 발표)', '패션/의류', '지주사', '겨울']",0.0,0.0,1.0,dn/dnk
9970,KOSPI,영원무역홀딩스,"['밸류업(25년 기업가치 제고계획 발표)', '지주사']",0.0,0.0,0.999,dn/dnk
3520,KOSPI,영진약품,['제약업체'],0.095,0.431,0.474,dn/dnk
670,KOSPI,영풍,"['비철금속', '아이폰']",0.058,0.891,0.051,dn/dnk
12280,KOSPI,영화금속,['자동차부품'],0.001,0.989,0.01,dn/dnk
265560,KOSDAQ,영화테크,"['폐배터리', '2차전지', '자동차부품', '수소차(연료전지/부품/충전소 등)', '2차전지(소재/부품)', '전기차']",0.012,0.855,0.133,dn/dnk
12160,KOSPI,영흥,"['자동차부품', '철강 중소형']",0.004,0.785,0.21,dn/dnk
36000,KOSDAQ,예림당,"['출산장려정책', '엔젤산업']",0.0,0.0,1.0,dn/dnk
250930,KOSDAQ,예선테크,['OLED(유기 발광 다이오드)'],0.0,0.0,1.0,dn/dnk
53280,KOSDAQ,예스24,"['인터넷은행', '지주사', '카카오뱅크(kakao BANK)']",0.997,0.003,0.0,dn/dnk
122640,KOSDAQ,예스티,"['HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '반도체 장비', 'LED장비']",0.576,0.395,0.029,dn/dnk
900300,KOSDAQ,오가닉티코스메틱,"['화장품', '엔젤산업', '국내 상장 중국기업']",0.007,,0.993,dn/dnk
192410,KOSDAQ,오늘이엔엠,"['로봇(산업용/협동로봇 등)', '4차산업 수혜주', '5G(5세대 이동통신)', '통신장비', '우크라이나 재건']",,,,
80520,KOSDAQ,오디텍,"['시스템반도체', 'LED']",0.302,0.661,0.037,dn/dnk
7310,KOSPI,오뚜기,"['환율하락 수혜', '음식료업종']",0.0,0.999,0.001,dn/dnk
39830,KOSDAQ,오로라,"['엔젤산업', '캐릭터상품']",0.0,0.0,1.0,dn/dnk
322310,KOSDAQ,오로스테크놀로지,"['HBM(고대역폭메모리)', '반도체 장비']",0.0,0.071,0.929,dn/dnk
46120,KOSDAQ,오르비텍,"['항공기부품', '원자력발전소 해체', '원자력발전']",0.002,0.663,0.334,dn/dnk
14940,KOSDAQ,오리엔탈정공,['조선기자재'],0.0,0.037,0.963,dn/dnk
65500,KOSDAQ,오리엔트정공,"['그래핀', '자동차부품']",0.005,0.818,0.177,dn/dnk
271560,KOSPI,오리온,"['환율하락 수혜', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '지주사', '음식료업종']",0.002,0.07,0.928,dn/dnk
1800,KOSPI,오리온홀딩스,['지주사'],0.001,0.048,0.951,dn/dnk
10470,KOSDAQ,오리콤,['광고'],0.724,0.275,0.001,dn/dnk
417860,KOSDAQ,오브젠,['지능형로봇/인공지능(AI)'],,,,dn/dnk
352910,KOSDAQ,오비고,"['자율주행차', '스마트카(SMART CAR)']",0.523,,0.477,dn/dnk
53980,KOSDAQ,오상자이엘,"['SI(시스템통합)', '코로나19(진단/치료제/백신 개발 등)', '화장품', '코로나19(진단키트)', '엠폭스(원숭이두창)']",0.004,0.386,0.611,dn/dnk
36220,KOSDAQ,오상헬스케어,"['의료기기', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(진단키트)']",,,,
52420,KOSDAQ,오성첨단소재,['마리화나(대마)'],0.016,0.937,0.047,dn/dnk
39200,KOSDAQ,오스코텍,"['치아 치료(임플란트 등)', '고령화 사회(노인복지)', '면역항암제', '밸류업(25년 기업가치 제고계획 발표)', '치매']",0.999,0.001,0.0,dn/dnk
226400,KOSDAQ,오스테오닉,"['치아 치료(임플란트 등)', '의료기기']",0.0,0.979,0.02,dn/dnk
31510,KOSDAQ,오스템,['자동차부품'],0.104,0.894,0.002,dn/dnk
342870,KOSDAQ,오아,"['소매유통', '2025 하반기 신규상장', '음식료업종']",,,,
368970,KOSDAQ,오에스피,['사료'],,,,dn/dnk
138080,KOSDAQ,오이솔루션,"['5G(5세대 이동통신)', '통신장비']",0.305,0.64,0.055,dn/dnk
80580,KOSDAQ,오킨스전자,"['CXL(컴퓨트익스프레스링크)', '반도체 재료/부품']",0.919,0.08,0.001,dn/dnk
67170,KOSDAQ,오텍,"['탈모 치료', '제대혈', '고령화 사회(노인복지)', '공기청정기', '면역항암제', '줄기세포', '원격진료/비대면진료(U-Healthcare)', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(음압병실/음압구급차)', '재난/안전(지진/화재 등)', '화장품', '백신/진단시약/방역(신종플루, AI 등)', '건강기능식품', '마이크로바이옴', '사료', '구충제(펜벤다졸, 이버멕틴 등)', '쿠팡(coupang)', '여름', '아프리카 돼지열병(ASF)']",0.0,1.0,0.0,dn/dnk
173130,KOSDAQ,오파스넷,"['SI(시스템통합)', '5G(5세대 이동통신)', 'NI(네트워크통합)', '재택근무/스마트워크']",0.959,0.036,0.005,dn/dnk
440320,KOSDAQ,오픈놀,['일자리(취업)'],,,,dn/dnk
49480,KOSDAQ,오픈베이스,"['스마트팩토리(스마트공장)', '4차산업 수혜주', '지능형로봇/인공지능(AI)', 'NI(네트워크통합)', '클라우드 컴퓨팅', '탄소나노튜브(CNT)', '보안주(정보)', '사물인터넷']",0.0,0.977,0.022,dn/dnk
394280,KOSDAQ,오픈엣지테크놀로지,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '뉴로모픽 반도체', '시스템반도체', 'HBM(고대역폭메모리)']",,,,dn/dnk
382150,KOSDAQ,온코크로스,['의료AI'],,,,
5320,KOSPI,온타이드,['패션/의류'],,,,
226950,KOSDAQ,올릭스,"['탈모 치료', 'mRNA(메신저 리보핵산)', '비만치료제']",0.001,0.023,0.976,dn/dnk
57540,KOSDAQ,옴니시스템,"['스마트홈(홈네트워크)', '스마트그리드(지능형전력망)', '유심(USIM)']",0.003,0.268,0.729,dn/dnk
131030,KOSDAQ,옵투스제약,['황사/미세먼지'],0.011,0.988,0.001,dn/dnk
82210,KOSDAQ,옵트론텍,"['휴대폰부품', '갤럭시 부품주', '카메라모듈/부품', '자율주행차']",0.008,0.981,0.011,dn/dnk
109080,KOSDAQ,옵티시스,"['메타버스(Metaverse)', '철도']",0.002,0.893,0.105,dn/dnk
380540,KOSDAQ,옵티코어,"['5G(5세대 이동통신)', '통신장비']",,,,dn/dnk
153710,KOSDAQ,옵티팜,"['코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '아프리카 돼지열병(ASF)']",0.001,0.999,0.001,dn/dnk
432430,KOSDAQ,와이랩,"['웹툰', '영상콘텐츠']",,,,dn/dnk
338840,KOSDAQ,와이바이오로직스,['면역항암제'],,,,dn/dnk
122990,KOSDAQ,와이솔,"['휴대폰부품', '5G(5세대 이동통신)']",0.002,0.937,0.061,dn/dnk
232140,KOSDAQ,와이씨,"['자동차부품', '유리 기판', '반도체 재료/부품', 'HBM(고대역폭메모리)', '반도체 장비']",0.968,0.032,0.0,dn/dnk
112290,KOSDAQ,와이씨켐,"['유리 기판', '반도체 재료/부품', 'HBM(고대역폭메모리)']",,,,dn/dnk
65530,KOSDAQ,와이어블,"['5G(5세대 이동통신)', '철도', '통신장비']",0.007,0.73,0.263,dn/dnk
67900,KOSDAQ,와이엔텍,"['폐기물처리', '골프']",0.002,0.303,0.694,dn/dnk
7530,KOSDAQ,와이엠,"['PCB(FPCB 등)', '전기차 화재 방지(배터리 열폭주 등)', '아이폰', '자동차부품', '전기차', '전력저장장치(ESS)', '전기차(충전소/충전기)', 'OLED(유기 발광 다이오드)']",0.879,0.118,0.002,dn/dnk
155650,KOSDAQ,와이엠씨,['OLED(유기 발광 다이오드)'],0.998,0.002,0.0,dn/dnk
273640,KOSDAQ,와이엠텍,"['전기차 화재 방지(배터리 열폭주 등)', '전기차', '전력저장장치(ESS)', '전기차(충전소/충전기)']",0.975,,0.025,dn/dnk
251370,KOSDAQ,와이엠티,"['PCB(FPCB 등)', '아이폰']",0.006,0.872,0.121,dn/dnk
209640,KOSDAQ,와이제이링크,"['PCB(FPCB 등)', '스페이스X(SpaceX)']",,,,
273060,KOSDAQ,와이즈버즈,['광고'],0.691,0.267,0.042,dn/dnk
19210,KOSDAQ,와이지-원,['공작기계'],0.0,0.0,1.0,dn/dnk
122870,KOSDAQ,와이지엔터테인먼트,"['음원/음반', '엔터테인먼트']",0.0,0.004,0.996,dn/dnk
11690,KOSPI,와이투솔루션,"['로봇(산업용/협동로봇 등)', '전기차(충전소/충전기)', 'OLED(유기 발광 다이오드)', 'LED']",0.01,0.708,0.283,dn/dnk
79000,KOSDAQ,와토스코리아,['수자원(양적/질적 개선)'],0.001,0.988,0.012,dn/dnk
403490,KOSDAQ,우듬지팜,"['농업', '음식료업종']",,,,dn/dnk
316140,KOSPI,우리금융지주,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '밸류업(24년 기업가치 제고계획 발표)', '지주사', '은행']",0.0,0.0,1.0,dn/dnk
32820,KOSDAQ,우리기술,"['4차산업 수혜주', 'STO(토큰증권 발행)', '방위산업/전쟁 및 테러', '풍력에너지', '철도', '창투사', '원자력발전소 해체', '수자원(양적/질적 개선)', '원자력발전', '두나무(Dunamu)', '가상화폐(비트코인 등)']",0.041,0.184,0.775,dn/dnk
41190,KOSDAQ,우리기술투자,"['4차산업 수혜주', 'STO(토큰증권 발행)', '창투사', '두나무(Dunamu)', '가상화폐(비트코인 등)']",0.0,0.002,0.997,dn/dnk
115440,KOSDAQ,우리넷,"['5G(5세대 이동통신)', '양자암호/양자컴퓨팅', '철도', '통신장비', 'OLED(유기 발광 다이오드)']",0.003,0.993,0.004,dn/dnk
46970,KOSDAQ,우리로,"['5G(5세대 이동통신)', '양자암호/양자컴퓨팅', '통신장비', '日 수출 규제(국산화 등)']",0.0,0.082,0.917,dn/dnk
82850,KOSDAQ,우리바이오,"['마리화나(대마)', 'PCB(FPCB 등)', 'LED']",0.998,0.002,0.0,dn/dnk
215360,KOSDAQ,우리산업,"['리비안(RIVIAN)', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차', '지주사']",0.999,0.001,0.0,dn/dnk
72470,KOSDAQ,우리산업홀딩스,['지주사'],0.005,0.448,0.547,dn/dnk
73560,KOSDAQ,우리손에프앤지,['아프리카 돼지열병(ASF)'],0.008,0.026,0.966,dn/dnk
37400,KOSDAQ,우리엔터프라이즈,['LED'],0.007,0.275,0.718,dn/dnk
153490,KOSDAQ,우리이앤엘,"['건강기능식품', 'LED']",0.958,0.041,0.001,dn/dnk
101170,KOSDAQ,우림피티에스,"['로봇(산업용/협동로봇 등)', '셰일가스(Shale Gas)', '풍력에너지', '철도', '농업']",0.854,0.145,0.001,dn/dnk
6980,KOSPI,우성,"['사료', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",0.023,0.049,0.928,dn/dnk
66590,KOSDAQ,우수AMS,"['UAM(도심항공모빌리티)', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']",0.0,0.068,0.932,dn/dnk
17370,KOSPI,우신시스템,"['2차전지(장비)', '2차전지', '리비안(RIVIAN)', '자동차부품', '전기차']",0.002,0.607,0.391,dn/dnk
103840,KOSDAQ,우양,"['마켓컬리(kurly)', '음식료업종', '김밥(냉동김밥 등)']",0.999,0.001,0.0,dn/dnk
46940,KOSDAQ,우원개발,"['철도', 'GTX(수도권 광역급행철도)', '해저터널(지하화/지하도로 등)', '4대강 복원', '건설 중소형']",0.01,0.41,0.58,dn/dnk
215380,KOSDAQ,우정바이오,"['코로나19(음압병실/음압구급차)', '메르스 코로나 바이러스']",0.986,0.011,0.002,dn/dnk
65680,KOSDAQ,우주일렉트로,['휴대폰부품'],0.0,0.0,1.0,dn/dnk
105840,KOSPI,우진,"['원자력발전소 해체', '원자력발전', '백신/진단시약/방역(신종플루, AI 등)', '사료', '메르스 코로나 바이러스', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",0.0,0.0,1.0,dn/dnk
18620,KOSDAQ,우진비앤지,"['백신/진단시약/방역(신종플루, AI 등)', '사료', '메르스 코로나 바이러스', '구제역/광우병 수혜', '아프리카 돼지열병(ASF)']",0.947,0.049,0.004,dn/dnk
457550,KOSDAQ,우진엔텍,['원자력발전'],,,,
16880,KOSPI,웅진,"['지주사', '교육/온라인 교육', '출산장려정책', '엔젤산업']",0.0,0.016,0.984,dn/dnk
95720,KOSPI,웅진씽크빅,"['교육/온라인 교육', '출산장려정책', '엔젤산업']",0.408,0.406,0.186,dn/dnk
396470,KOSDAQ,워트,"['냉각시스템(액침냉각 등)', 'HBM(고대역폭메모리)', '반도체 장비']",,,,dn/dnk
32940,KOSDAQ,원익,"['로봇(산업용/협동로봇 등)', '2차전지(장비)', '폐배터리', '고령화 사회(노인복지)', '2차전지', '3D 낸드(NAND)', '수소차(연료전지/부품/충전소 등)', '전기차', '전력저장장치(ESS)', '의료기기', '전기차(충전소/충전기)', '태양광에너지', '폴더블폰', '반도체 재료/부품', '지주사', 'OLED(유기 발광 다이오드)', '반도체 장비', '초전도체']",0.003,0.076,0.922,dn/dnk
240810,KOSDAQ,원익IPS,"['3D 낸드(NAND)', '태양광에너지', 'OLED(유기 발광 다이오드)', '반도체 장비']",0.997,0.003,0.0,dn/dnk
74600,KOSDAQ,원익QnC,"['3D 낸드(NAND)', '반도체 재료/부품']",0.16,0.78,0.06,dn/dnk
104830,KOSDAQ,원익머트리얼즈,"['3D 낸드(NAND)', '수소차(연료전지/부품/충전소 등)', '반도체 재료/부품', 'OLED(유기 발광 다이오드)']",0.002,0.722,0.276,dn/dnk
14190,KOSDAQ,원익큐브,['폴더블폰'],0.001,0.983,0.017,dn/dnk
217820,KOSDAQ,원익피앤이,"['2차전지(장비)', '폐배터리', '2차전지', '전기차', '전력저장장치(ESS)', '전기차(충전소/충전기)', '초전도체']",0.999,0.001,0.0,dn/dnk
30530,KOSDAQ,원익홀딩스,"['로봇(산업용/협동로봇 등)', '지주사', '반도체 장비']",0.001,0.015,0.985,dn/dnk
12620,KOSDAQ,원일특강,['철강 중소형'],0.0,0.001,0.999,dn/dnk
136150,KOSDAQ,원일티엔아이,"['LNG(액화천연가스)', '수소차(연료전지/부품/충전소 등)', '원자력발전소 해체', '원자력발전']",,,,
382840,KOSDAQ,원준,"['2차전지(장비)', '2차전지(전고체)', '2차전지', 'MLCC(적층세라믹콘덴서)']",0.0,,1.0,dn/dnk
336570,KOSDAQ,원텍,"['로봇(산업용/협동로봇 등)', '2차전지(장비)', '2차전지', '플렉서블 디스플레이', '코리아 밸류업 지수(Korea Value-up Index)', '의료기기', 'OLED(유기 발광 다이오드)', '미용기기']",0.0,0.001,0.999,dn/dnk
376980,KOSDAQ,원티드랩,['일자리(취업)'],0.992,,0.008,dn/dnk
8290,KOSDAQ,원풍물산,"['패션/의류', '마이크로 LED']",0.775,0.222,0.003,dn/dnk
101160,KOSDAQ,월덱스,['반도체 재료/부품'],0.001,0.094,0.905,dn/dnk
336060,KOSDAQ,웨이버스,['메타버스(Metaverse)'],0.006,0.992,0.001,dn/dnk
95270,KOSDAQ,웨이브일렉트로,"['방위산업/전쟁 및 테러', '5G(5세대 이동통신)', '통신장비']",0.001,0.01,0.99,dn/dnk
289930,KOSDAQ,웨이비스,"['방위산업/전쟁 및 테러', '5G(5세대 이동통신)', '통신장비']",,,,
65950,KOSDAQ,웰크론,"['2차전지(장비)', '폐배터리', '황사/미세먼지', '방위산업/전쟁 및 테러', '2차전지', 'DMZ 평화공원', '수자원(양적/질적 개선)', '마스크', '메르스 코로나 바이러스']",0.005,0.972,0.023,dn/dnk
76080,KOSDAQ,웰크론한텍,"['2차전지(장비)', '폐배터리', '2차전지', '수자원(양적/질적 개선)']",0.001,0.968,0.031,dn/dnk
43590,KOSDAQ,웰킵스하이텍,"['스마트폰', '반도체 재료/부품', '무선충전기술', 'OLED(유기 발광 다이오드)']",0.071,0.6,0.329,dn/dnk
196700,KOSDAQ,웹스,"['자동차부품', 'DMZ 평화공원', '4대강 복원']",0.013,0.959,0.028,dn/dnk
69080,KOSDAQ,웹젠,"['게임', '모바일게임(스마트폰)']",0.001,0.031,0.968,dn/dnk
53580,KOSDAQ,웹케시,"['지역화폐', '핀테크(FinTech)']",0.007,0.263,0.73,dn/dnk
479960,KOSDAQ,위너스,"['스마트홈(홈네트워크)', '전기차(충전소/충전기)', '전력설비']",,,,
44340,KOSDAQ,위닉스,"['스마트홈(홈네트워크)', '제습기', '황사/미세먼지', '공기청정기', '여름']",0.056,0.943,0.001,dn/dnk
330350,KOSDAQ,위더스제약,"['탈모 치료', '제약업체', '마이코플라스마 폐렴']",0.001,,0.999,dn/dnk
348350,KOSDAQ,위드텍,"['원자력발전소 해체', '반도체 장비']",0.002,,0.998,dn/dnk
112040,KOSDAQ,위메이드,"['NFT(대체불가토큰)', '스테이블코인', '블록체인', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']",0.981,0.018,0.001,dn/dnk
101730,KOSDAQ,위메이드맥스,"['게임', '모바일게임(스마트폰)']",0.324,0.673,0.003,dn/dnk
123420,KOSDAQ,위메이드플레이,['모바일게임(스마트폰)'],0.006,0.807,0.187,dn/dnk
65370,KOSDAQ,위세아이텍,"['지능형로봇/인공지능(AI)', '메타버스(Metaverse)', '모바일솔루션(스마트폰)']",0.005,0.296,0.699,dn/dnk
299900,KOSDAQ,위지윅스튜디오,"['메타버스(Metaverse)', '증강현실(AR)', '가상현실(VR)', '영상콘텐츠']",0.761,0.23,0.009,dn/dnk
36090,KOSDAQ,위지트,"['반도체 재료/부품', '가상화폐(비트코인 등)']",0.009,0.182,0.809,dn/dnk
459100,KOSDAQ,위츠,"['전기차(충전소/충전기)', '무선충전기술']",,,,
136540,KOSDAQ,윈스테크넷,"['키오스크(KIOSK)', '보안주(정보)']",,,,
97800,KOSDAQ,윈팩,"['시스템반도체', 'HBM(고대역폭메모리)']",0.975,0.025,0.001,dn/dnk
8600,KOSPI,윌비스,"['패션/의류', '교육/온라인 교육', '일자리(취업)']",0.029,0.628,0.343,dn/dnk
335870,KOSDAQ,윙스풋,['패션/의류'],0.0,0.0,1.0,dn/dnk
900340,KOSDAQ,윙입푸드,"['아프리카 돼지열병(ASF)', '국내 상장 중국기업']",0.0,0.999,0.0,dn/dnk
33270,KOSPI,유나이티드제약,['제약업체'],0.101,0.897,0.002,dn/dnk
14830,KOSPI,유니드,"['리모델링/인테리어', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.0,0.008,0.992,dn/dnk
446070,KOSPI,유니드비티플러스,['리모델링/인테리어'],,,,dn/dnk
36200,KOSDAQ,유니셈,"['냉각시스템(액침냉각 등)', '반도체 장비']",0.016,0.85,0.134,dn/dnk
18000,KOSDAQ,유니슨,['풍력에너지'],0.0,0.0,1.0,dn/dnk
910,KOSPI,유니온,"['공작기계', '바이오인식(생체인식)', '희귀금속(희토류 등)', '자동차부품', '페라이트', '요소수', '시멘트/레미콘']",0.843,0.149,0.008,dn/dnk
47400,KOSPI,유니온머티리얼,"['공작기계', '희귀금속(희토류 등)', '자동차부품', '페라이트', '요소수']",0.549,0.394,0.058,dn/dnk
