ticker,strategy,score,stage,themes,priority
비에이치아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
아이로보틱스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
엘앤씨바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
영우디에스피,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
와이투솔루션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
와토스코리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
육일씨엔에쓰,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
전진건설로봇,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
인텔리안테크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
제이에스링크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
지엠비코리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
코오롱티슈진,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
한화갤러리아,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
나래나노텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
동진쎄미켐,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
메디포스트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
삼양엔씨켐,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
삼표시멘트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
선익시스템,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
세아홀딩스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
시지메드텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
쎄트렉아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
에스엠코어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
에스티아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
원바이오젠,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
이지바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
인터플렉스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
제주반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
케이바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
코오롱인더,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
피에스케이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
한미반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
한양디지텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
한양이엔지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
고려아연,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
기가비스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
대우건설,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
대주산업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
동아엘텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
디아이티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
디와이디,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
라온테크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
리노공업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
메디아나,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
모베이스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
삼성제약,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
삼지전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
성호전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
슈프리마,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
신한지주,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
아이앤씨,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
에스티팜,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
에스피지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
에이엘티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
엘케이켐,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
웨이비스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
자화전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
조이시티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
하림지주,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
한전기술,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
한전산업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
노바텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
더코디,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
루미르,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
베뉴지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
비나텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
빅솔론,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
신세계,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
아이텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
액트로,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
앱클론,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
와이씨,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
제테마,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
제이티,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
코메론,Super Trend (Bull Quiet),70,Super Trend,['철강 중소형'],HIGH
큐라클,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
코이즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
팜스코,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
경방,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
두올,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
알톤,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
율촌,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
웹스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
테스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
HDC현대EP,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
HLB이노베이션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
HPSP,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
ISC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
JW중외제약,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
KCTC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
KX하이텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
LS ELECTRIC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
NHN KCP,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
OCI,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
OCI홀딩스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
RF시스템즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
RFHIC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
삼성SDI,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
SFA반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
SK스퀘어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
SK하이닉스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
서부T&D,Super Trend (Bull Quiet),70,Super Trend,[],HIGH
케이비아이동국실업,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
하나마이크론,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
흥국에프엔비,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
제이엘케이,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
클래시스,Super Trend (Bull Quiet),69,Super Trend,[],HIGH
AJ네트웍스,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
다산네트웍스,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
성도이엔지,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
화천기공,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
코미팜,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
한섬,Super Trend (Bull Quiet),68,Super Trend,[],HIGH
AP시스템,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
헥토이노베이션,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
다우데이타,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
에이스침대,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
하이즈항공,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
사조산업,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
케이씨,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
백금T&A,Super Trend (Bull Quiet),67,Super Trend,[],HIGH
큐리옥스바이오시스템즈,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
우리손에프앤지,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
하이비젼시스템,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
까뮤이앤씨,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
디바이스,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
한미약품,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
한화리츠,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
나우IB,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
세이브존I&C,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
JW홀딩스,Super Trend (Bull Quiet),66,Super Trend,[],HIGH
아이쓰리시스템,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
한국금융지주,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
유니테크노,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
마크로젠,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
제룡산업,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
케이씨텍,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
한세실업,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
DB증권,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
DSC인베스트먼트,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
GRT,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
HD현대건설기계,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
INVENI,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
SK증권우,Super Trend (Bull Quiet),65,Super Trend,[],HIGH
신원종합개발,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
교보증권,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
한국전력,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
큐알티,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
HL D&I,Super Trend (Bull Quiet),64,Super Trend,[],HIGH
헥토파이낸셜,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
공구우먼,Super Trend (Bull Quiet),63,Super Trend,['패션/의류'],HIGH
대림제지,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
롯데리츠,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
큐리언트,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
한화엔진,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
뷰웍스,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
TYM,Super Trend (Bull Quiet),63,Super Trend,[],HIGH
영원무역홀딩스,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
한올바이오파마,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
셀트리온제약,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
에코프로머티,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
삼화페인트,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
동아지질,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
삼성전기,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
셀트리온,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
일진전기,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
화신정공,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
예스티,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
코렌텍,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
삼성E&A,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
삼성FN리츠,Super Trend (Bull Quiet),62,Super Trend,[],HIGH
화승코퍼레이션,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
아이에스동서,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
인지디스플레,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
화승알앤에이,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
롯데칠성우,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
신성이엔지,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
원익피앤이,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
진성티이씨,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
컴퍼니케이,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
케이피에프,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
샘표식품,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
DRB동일,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
KT&G,Super Trend (Bull Quiet),61,Super Trend,[],HIGH
한국타이어앤테크놀로지,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
사피엔반도체,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
피에이치에이,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
디와이파워,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
서울반도체,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
시그네틱스,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
엠디바이스,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
삼성생명,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
유진테크,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
케이엔솔,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
한컴위드,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
한화생명,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
라온텍,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
에스원,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
큐로셀,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
동양,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
미코,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
DSR제강,Super Trend (Bull Quiet),60,Super Trend,[],HIGH
유화증권,Burgeoning (Transition),69,Burgeoning,[],MEDIUM
BGF,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
바이오에프디엔씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
에이치엘사이언스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
지란지교시큐리티,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
화승엔터프라이즈,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
글로벌텍스프리,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
아이티엠반도체,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
주성코퍼레이션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한스바이오메드,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
현대바이오랜드,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
경동도시가스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대상홀딩스우,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
롯데정밀화학,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
시지트로닉스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
아이컴포넌트,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
엣지파운드리,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
인천도시가스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
종근당홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
진원생명과학,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
푸른저축은행,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한국앤컴퍼니,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한중엔시에스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
바이오니아,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
비트컴퓨터,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
신성에스티,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
애경케미칼,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
콜마홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한국캐피탈,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한성크린텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한솔홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한온시스템,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
현대이지웰,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
현대홈쇼핑,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
경보제약,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
광동제약,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
금강공업,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
노바렉스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대성창투,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
대한방직,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
동국제강,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
동인기연,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
딥노이드,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
레이저쎌,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
롯데칠성,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
매일유업,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
부광약품,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
삼성카드,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
삼아제약,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
성신양회,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
신도리코,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
신라교역,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
아이센스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
알로이스,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
영원무역,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
오파스넷,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
이화공영,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
인크로스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
인터로조,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
인터지스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
태양금속,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
푸드나무,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
피델릭스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
하나기술,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한솔제지,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
매커스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
바른손,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
샌즈랩,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
예림당,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
오뚜기,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
올릭스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
옵티팜,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
이노션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
젬백스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
코웨이,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
펩트론,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
넥센,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
바텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
백산,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
서흥,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
선광,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
영풍,Burgeoning (Transition),65,Burgeoning,"['비철금속', '아이폰']",MEDIUM
유신,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
톱텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
한샘,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
DL,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
DSR,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
E1,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
F&F,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
GS글로벌,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
HDC,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
HK이노엔,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
HS효성,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KG에코솔루션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KPX홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KPX케미칼,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KSS해운,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
KTis,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
LF,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
LG헬로비전,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
PI첨단소재,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
SG세계물산,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM
TS인베스트먼트,Burgeoning (Transition),65,Burgeoning,[],MEDIUM
JB금융지주,Early Breakout (Ranging),64,Early Breakout,[],MEDIUM
현우산업,Early Breakout (Ranging),62,Early Breakout,['PCB(FPCB 등)'],MEDIUM
누리플렉스,Early Breakout (Ranging),61,Early Breakout,[],MEDIUM
스톤브릿지벤처스,Early Breakout (Ranging),60,Early Breakout,[],MEDIUM
에이티넘인베스트,Early Breakout (Ranging),60,Early Breakout,"['창투사', '두나무(Dunamu)', '가상화폐(비트코인 등)']",MEDIUM
대림바스,Early Breakout (Ranging),59,Early Breakout,[],MEDIUM
보령,Early Breakout (Ranging),59,Early Breakout,[],MEDIUM
동아에스티,Early Breakout (Ranging),58,Early Breakout,[],MEDIUM
시노펙스,Early Breakout (Ranging),58,Early Breakout,[],MEDIUM
HD현대에너지솔루션,Early Breakout (Ranging),58,Early Breakout,[],MEDIUM
TKG휴켐스,Early Breakout (Ranging),57,Early Breakout,[],MEDIUM
일신방직,Early Breakout (Ranging),55,Early Breakout,[],MEDIUM
iM금융지주,Healthy Correction (Bull Quiet),55,Healthy Correction,[],MEDIUM
KT,Healthy Correction (Bull Quiet),55,Healthy Correction,[],MEDIUM
제주은행,Healthy Correction (Bull Quiet),54,Healthy Correction,[],MEDIUM
KB금융,Healthy Correction (Bull Quiet),52,Healthy Correction,[],MEDIUM
카카오뱅크,Healthy Correction (Bull Quiet),51,Healthy Correction,[],MEDIUM
제일일렉트릭,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
현대차증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
LS증권,Healthy Correction (Bull Quiet),49,Healthy Correction,[],MEDIUM
세명전기,Healthy Correction (Bull Quiet),48,Healthy Correction,[],MEDIUM
지투파워,Healthy Correction (Bull Quiet),48,Healthy Correction,[],MEDIUM
한전KPS,Healthy Correction (Bull Quiet),48,Healthy Correction,[],MEDIUM
LS에코에너지,Healthy Correction (Bull Quiet),48,Healthy Correction,[],MEDIUM
풍산홀딩스,Healthy Correction (Bull Quiet),47,Healthy Correction,[],MEDIUM
스페코,Healthy Correction (Bull Quiet),47,Healthy Correction,[],MEDIUM
빅텍,Healthy Correction (Bull Quiet),47,Healthy Correction,[],MEDIUM
카페24,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
APS,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ제일제당 우,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ씨푸드,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ제일제당,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CJ우,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
CMG제약,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
코람코라이프인프라리츠,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
현대코퍼레이션홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
신한서부티엔디리츠,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
코리아에셋투자증권,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
제이에스코퍼레이션,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
갤럭시아머니트리,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
선진뷰티사이언스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
아이스크림미디어,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
아이티센씨티에스,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
인피니트헬스케어,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
크라운해태홀딩스,Burgeoning (Ranging),45,Burgeoning,[],MEDIUM
티엔엔터테인먼트,Healthy Correction (Bull Quiet),45,Healthy Correction,[],MEDIUM
